id,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
10459,1,1,3,22,0,5,1,2,0.44,0.4394,0.94,0.0
10460,1,1,3,23,0,5,1,2,0.44,0.4394,0.94,0.0
10461,1,1,3,0,0,6,0,2,0.44,0.4394,0.94,0.0896
10462,1,1,3,1,0,6,0,2,0.44,0.4394,0.94,0.0
10463,1,1,3,2,0,6,0,2,0.44,0.4394,0.88,0.0
10464,1,1,3,3,0,6,0,2,0.44,0.4394,0.88,0.0
10465,1,1,3,4,0,6,0,2,0.42,0.4242,0.94,0.0
10466,1,1,3,5,0,6,0,2,0.42,0.4242,0.94,0.0896
10467,1,1,3,6,0,6,0,2,0.42,0.4242,0.94,0.194
10468,1,1,3,7,0,6,0,2,0.4,0.4091,1.0,0.1343
10469,1,1,3,8,0,6,0,2,0.42,0.4242,0.94,0.1045
10470,1,1,3,9,0,6,0,2,0.44,0.4394,0.88,0.0896
10471,1,1,3,10,0,6,0,2,0.5,0.4848,0.77,0.0896
10472,1,1,3,11,0,6,0,2,0.52,0.5,0.77,0.1343
10473,1,1,3,12,0,6,0,1,0.56,0.5303,0.68,0.1642
10474,1,1,3,13,0,6,0,1,0.6,0.6061,0.6,0.1045
10475,1,1,3,14,0,6,0,1,0.62,0.6212,0.53,0.0896
10476,1,1,3,15,0,6,0,1,0.64,0.6212,0.53,0.1343
10477,1,1,3,16,0,6,0,1,0.64,0.6212,0.5,0.0
10478,1,1,3,17,0,6,0,1,0.64,0.6212,0.5,0.1343
10479,1,1,3,18,0,6,0,1,0.62,0.6212,0.57,0.2985
10480,1,1,3,19,0,6,0,1,0.58,0.5455,0.64,0.2836
10481,1,1,3,20,0,6,0,1,0.56,0.5303,0.64,0.194
10482,1,1,3,21,0,6,0,1,0.54,0.5152,0.68,0.1642
10483,1,1,3,22,0,6,0,1,0.54,0.5152,0.68,0.0
10484,1,1,3,23,0,6,0,1,0.5,0.4848,0.77,0.1642
10485,1,1,3,0,0,0,0,1,0.46,0.4545,0.88,0.194
10486,1,1,3,1,0,0,0,1,0.46,0.4545,0.82,0.1343
10487,1,1,3,2,0,0,0,2,0.46,0.4545,0.82,0.1045
10488,1,1,3,3,0,0,0,2,0.44,0.4394,0.88,0.1343
10489,1,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.1642
10490,1,1,3,5,0,0,0,2,0.4,0.4091,0.94,0.1045
10491,1,1,3,6,0,0,0,2,0.4,0.4091,0.94,0.1045
10492,1,1,3,7,0,0,0,3,0.42,0.4242,0.88,0.1642
10493,1,1,3,8,0,0,0,2,0.42,0.4242,0.88,0.1045
10494,1,1,3,9,0,0,0,2,0.42,0.4242,0.88,0.0896
10495,1,1,3,10,0,0,0,2,0.42,0.4242,0.88,0.1045
10496,1,1,3,11,0,0,0,2,0.44,0.4394,0.82,0.1642
10497,1,1,3,12,0,0,0,2,0.44,0.4394,0.88,0.1343
10498,1,1,3,13,0,0,0,2,0.46,0.4545,0.82,0.1642
10499,1,1,3,14,0,0,0,2,0.5,0.4848,0.77,0.0896
10500,1,1,3,15,0,0,0,1,0.54,0.5152,0.68,0.0896
10501,1,1,3,16,0,0,0,1,0.54,0.5152,0.73,0.0896
10502,1,1,3,17,0,0,0,1,0.56,0.5303,0.64,0.0896
10503,1,1,3,18,0,0,0,1,0.56,0.5303,0.64,0.1642
10504,1,1,3,19,0,0,0,1,0.56,0.5303,0.64,0.1642
10505,1,1,3,20,0,0,0,1,0.52,0.5,0.77,0.1343
10506,1,1,3,21,0,0,0,1,0.52,0.5,0.72,0.0896
10507,1,1,3,22,0,0,0,1,0.5,0.4848,0.77,0.1045
10508,1,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1642
10509,1,1,3,0,0,1,1,1,0.48,0.4697,0.82,0.1045
10510,1,1,3,1,0,1,1,1,0.46,0.4545,0.88,0.1045
10511,1,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.1642
10512,1,1,3,3,0,1,1,1,0.46,0.4545,0.88,0.0896
10513,1,1,3,4,0,1,1,1,0.44,0.4394,0.94,0.0
10514,1,1,3,5,0,1,1,1,0.44,0.4394,0.94,0.0
10515,1,1,3,6,0,1,1,1,0.46,0.4545,0.88,0.1343
10516,1,1,3,7,0,1,1,1,0.46,0.4545,0.88,0.194
10517,1,1,3,8,0,1,1,1,0.46,0.4545,0.88,0.1045
10518,1,1,3,9,0,1,1,1,0.5,0.4848,0.72,0.1642
10519,1,1,3,10,0,1,1,1,0.52,0.5,0.72,0.1343
10520,1,1,3,11,0,1,1,1,0.56,0.5303,0.68,0.1642
10521,1,1,3,12,0,1,1,1,0.6,0.6061,0.64,0.2537
10522,1,1,3,13,0,1,1,1,0.62,0.6061,0.61,0.2537
10523,1,1,3,14,0,1,1,2,0.64,0.6212,0.57,0.194
10524,1,1,3,15,0,1,1,1,0.64,0.6212,0.57,0.2239
10525,1,1,3,16,0,1,1,1,0.66,0.6212,0.5,0.2239
10526,1,1,3,17,0,1,1,1,0.64,0.6212,0.53,0.2239
10527,1,1,3,18,0,1,1,1,0.64,0.6212,0.57,0.2537
10528,1,1,3,19,0,1,1,1,0.62,0.6061,0.61,0.2239
10529,1,1,3,20,0,1,1,1,0.6,0.6061,0.64,0.2239
10530,1,1,3,21,0,1,1,1,0.6,0.6061,0.64,0.1642
10531,1,1,3,22,0,1,1,2,0.56,0.5303,0.73,0.1642
10532,1,1,3,23,0,1,1,2,0.56,0.5303,0.78,0.1343
10533,1,1,3,0,0,2,1,2,0.56,0.5303,0.78,0.0896
10534,1,1,3,1,0,2,1,1,0.54,0.5152,0.88,0.0
10535,1,1,3,2,0,2,1,1,0.54,0.5152,0.88,0.0896
10536,1,1,3,3,0,2,1,2,0.54,0.5152,0.88,0.0
10537,1,1,3,4,0,2,1,2,0.52,0.5,0.88,0.1343
10538,1,1,3,5,0,2,1,2,0.52,0.5,0.94,0.0
10539,1,1,3,6,0,2,1,2,0.52,0.5,0.94,0.1642
10540,1,1,3,7,0,2,1,3,0.52,0.5,0.94,0.2239
10541,1,1,3,8,0,2,1,2,0.52,0.5,0.88,0.1045
10542,1,1,3,9,0,2,1,2,0.54,0.5152,0.88,0.1642
10543,1,1,3,10,0,2,1,1,0.54,0.5152,0.88,0.194
10544,1,1,3,11,0,2,1,1,0.58,0.5455,0.83,0.1343
10545,1,1,3,12,0,2,1,1,0.6,0.5758,0.78,0.2537
10546,1,1,3,13,0,2,1,1,0.6,0.5758,0.78,0.194
10547,1,1,3,14,0,2,1,2,0.6,0.5909,0.73,0.1642
10548,1,1,3,15,0,2,1,2,0.62,0.6061,0.69,0.1045
10549,1,1,3,16,0,2,1,1,0.62,0.6061,0.66,0.2239
10550,1,1,3,17,0,2,1,1,0.6,0.5909,0.73,0.194
10551,1,1,3,18,0,2,1,1,0.6,0.5909,0.69,0.2537
10552,1,1,3,19,0,2,1,1,0.58,0.5455,0.73,0.1343
10553,1,1,3,20,0,2,1,1,0.58,0.5455,0.68,0.0896
10554,1,1,3,21,0,2,1,1,0.56,0.5303,0.73,0.0
10555,1,1,3,22,0,2,1,1,0.54,0.5152,0.77,0.0
10556,1,1,3,23,0,2,1,1,0.52,0.5,0.83,0.0
10557,2,1,3,0,0,3,1,1,0.52,0.5,0.88,0.0
10558,2,1,3,1,0,3,1,1,0.52,0.5,0.83,0.0896
10559,2,1,3,2,0,3,1,1,0.5,0.4848,0.88,0.1343
10560,2,1,3,3,0,3,1,2,0.5,0.4848,0.88,0.194
10561,2,1,3,4,0,3,1,2,0.5,0.4848,0.88,0.1343
10562,2,1,3,5,0,3,1,2,0.5,0.4848,0.88,0.1343
10563,2,1,3,6,0,3,1,2,0.48,0.4697,0.94,0.2239
10564,2,1,3,7,0,3,1,3,0.48,0.4697,0.94,0.194
10565,2,1,3,8,0,3,1,3,0.48,0.4697,0.94,0.1045
10566,2,1,3,9,0,3,1,2,0.5,0.4848,0.88,0.1642
10567,2,1,3,10,0,3,1,2,0.52,0.5,0.83,0.1642
10568,2,1,3,11,0,3,1,2,0.52,0.5,0.83,0.1642
10569,2,1,3,12,0,3,1,2,0.54,0.5152,0.77,0.0
10570,2,1,3,13,0,3,1,2,0.54,0.5152,0.83,0.0
10571,2,1,3,14,0,3,1,2,0.56,0.5303,0.78,0.0
10572,2,1,3,15,0,3,1,2,0.56,0.5303,0.78,0.0
10573,2,1,3,16,0,3,1,1,0.58,0.5455,0.73,0.0
10574,2,1,3,17,0,3,1,1,0.6,0.5909,0.69,0.0896
10575,2,1,3,18,0,3,1,1,0.6,0.5909,0.69,0.0
10576,2,1,3,19,0,3,1,1,0.6,0.6061,0.64,0.0
10577,2,1,3,20,0,3,1,1,0.56,0.5303,0.78,0.0896
10578,2,1,3,21,0,3,1,1,0.54,0.5152,0.83,0.1045
10579,2,1,3,22,0,3,1,1,0.52,0.5,0.83,0.1642
10580,2,1,3,23,0,3,1,1,0.54,0.5152,0.77,0.0
10581,2,1,3,0,0,4,1,1,0.52,0.5,0.83,0.0896
10582,2,1,3,1,0,4,1,1,0.52,0.5,0.83,0.0896
10583,2,1,3,2,0,4,1,1,0.52,0.5,0.83,0.0896
10584,2,1,3,3,0,4,1,1,0.52,0.5,0.83,0.0896
10585,2,1,3,4,0,4,1,2,0.48,0.4697,1.0,0.0896
10586,2,1,3,5,0,4,1,2,0.48,0.4697,1.0,0.0896
10587,2,1,3,6,0,4,1,2,0.48,0.4697,1.0,0.0896
10588,2,1,3,7,0,4,1,2,0.48,0.4697,1.0,0.0896
10589,2,1,3,8,0,4,1,2,0.5,0.4848,0.94,0.0896
10590,2,1,3,9,0,4,1,2,0.5,0.4848,0.94,0.0896
10591,2,1,3,10,0,4,1,2,0.5,0.4848,1.0,0.0896
10592,2,1,3,11,0,4,1,2,0.52,0.5,0.94,0.0
10593,2,1,3,12,0,4,1,2,0.54,0.5152,0.88,0.194
10594,2,1,3,13,0,4,1,1,0.58,0.5455,0.78,0.0896
10595,2,1,3,14,0,4,1,1,0.6,0.5909,0.73,0.1045
10596,2,1,3,15,0,4,1,1,0.62,0.6061,0.69,0.194
10597,2,1,3,16,0,4,1,1,0.64,0.6061,0.65,0.194
10598,2,1,3,17,0,4,1,1,0.66,0.6212,0.65,0.1642
10599,2,1,3,18,0,4,1,1,0.66,0.6212,0.65,0.1642
10600,2,1,3,19,0,4,1,1,0.66,0.6212,0.61,0.0
10601,2,1,3,20,0,4,1,1,0.62,0.5909,0.73,0.2836
10602,2,1,3,21,0,4,1,1,0.58,0.5455,0.78,0.1642
10603,2,1,3,22,0,4,1,1,0.56,0.5303,0.83,0.194
10604,2,1,3,23,0,4,1,1,0.56,0.5303,0.83,0.0896
10605,2,1,3,0,0,5,1,1,0.56,0.5303,0.83,0.0
10606,2,1,3,1,0,5,1,1,0.54,0.5152,0.88,0.0
10607,2,1,3,2,0,5,1,1,0.54,0.5152,0.88,0.0896
10608,2,1,3,3,0,5,1,1,0.52,0.5,0.88,0.1045
10609,2,1,3,4,0,5,1,2,0.5,0.4848,0.94,0.1045
10610,2,1,3,5,0,5,1,2,0.5,0.4848,0.94,0.0
10611,2,1,3,6,0,5,1,2,0.5,0.4848,0.88,0.0
10612,2,1,3,7,0,5,1,2,0.5,0.4848,0.93,0.1343
10613,2,1,3,8,0,5,1,2,0.5,0.4848,0.94,0.1343
10614,2,1,3,9,0,5,1,2,0.52,0.5,0.9,0.0896
10615,2,1,3,10,0,5,1,2,0.56,0.5303,0.88,0.1045
10616,2,1,3,11,0,5,1,2,0.62,0.5909,0.73,0.1045
10617,2,1,3,12,0,5,1,2,0.66,0.6212,0.61,0.2239
10618,2,1,3,13,0,5,1,2,0.7,0.6515,0.48,0.0
10619,2,1,3,14,0,5,1,2,0.72,0.6515,0.42,0.1045
10620,2,1,3,15,0,5,1,2,0.72,0.6515,0.42,0.1343
10621,2,1,3,16,0,5,1,2,0.72,0.6515,0.42,0.1642
10622,2,1,3,17,0,5,1,2,0.72,0.6515,0.42,0.1642
10623,2,1,3,18,0,5,1,1,0.7,0.6364,0.45,0.1642
10624,2,1,3,19,0,5,1,1,0.66,0.6212,0.5,0.194
10625,2,1,3,20,0,5,1,1,0.66,0.6212,0.47,0.1343
10626,2,1,3,21,0,5,1,1,0.62,0.6212,0.53,0.1045
10627,2,1,3,22,0,5,1,1,0.6,0.6061,0.64,0.2836
10628,2,1,3,23,0,5,1,1,0.6,0.5909,0.69,0.2537
10629,2,1,3,0,0,6,0,1,0.58,0.5455,0.68,0.0
10630,2,1,3,1,0,6,0,1,0.56,0.5303,0.73,0.0896
10631,2,1,3,2,0,6,0,1,0.54,0.5152,0.77,0.1045
10632,2,1,3,3,0,6,0,1,0.54,0.5152,0.77,0.1045
10633,2,1,3,4,0,6,0,1,0.52,0.5,0.83,0.0896
10634,2,1,3,5,0,6,0,2,0.52,0.5,0.83,0.1642
10635,2,1,3,6,0,6,0,2,0.52,0.5,0.83,0.1642
10636,2,1,3,7,0,6,0,2,0.5,0.4848,0.88,0.1343
10637,2,1,3,8,0,6,0,2,0.5,0.4848,0.94,0.194
10638,2,1,3,9,0,6,0,2,0.52,0.5,0.83,0.1343
10639,2,1,3,10,0,6,0,2,0.52,0.5,0.88,0.194
10640,2,1,3,11,0,6,0,2,0.5,0.4848,0.94,0.194
10641,2,1,3,12,0,6,0,3,0.52,0.5,0.94,0.2239
10642,2,1,3,13,0,6,0,3,0.52,0.5,0.94,0.2537
10643,2,1,3,14,0,6,0,3,0.52,0.5,0.88,0.3582
10644,2,1,3,15,0,6,0,3,0.5,0.4848,0.94,0.4179
10645,2,1,3,16,0,6,0,3,0.5,0.4848,0.94,0.2985
10646,2,1,3,17,0,6,0,3,0.5,0.4848,0.88,0.2239
10647,2,1,3,18,0,6,0,3,0.46,0.4545,0.94,0.2239
10648,2,1,3,19,0,6,0,3,0.46,0.4545,0.94,0.1343
10649,2,1,3,20,0,6,0,3,0.44,0.4394,1.0,0.194
10650,2,1,3,21,0,6,0,3,0.44,0.4394,1.0,0.194
10651,2,1,3,22,0,6,0,3,0.44,0.4394,1.0,0.2537
10652,2,1,3,23,0,6,0,2,0.44,0.4394,0.94,0.2836
10653,2,1,3,0,0,0,0,2,0.44,0.4394,0.94,0.2836
10654,2,1,3,1,0,0,0,2,0.42,0.4242,1.0,0.2537
10655,2,1,3,2,0,0,0,3,0.42,0.4242,1.0,0.2985
10656,2,1,3,3,0,0,0,3,0.42,0.4242,0.94,0.2985
10657,2,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.3284
10658,2,1,3,5,0,0,0,2,0.4,0.4091,1.0,0.2537
10659,2,1,3,6,0,0,0,2,0.4,0.4091,1.0,0.2537
10660,2,1,3,7,0,0,0,2,0.4,0.4091,0.94,0.3284
10661,2,1,3,8,0,0,0,2,0.4,0.4091,0.94,0.3284
10662,2,1,3,9,0,0,0,2,0.4,0.4091,0.94,0.2537
10663,2,1,3,10,0,0,0,2,0.4,0.4091,0.87,0.3284
10664,2,1,3,11,0,0,0,2,0.4,0.4091,0.94,0.2537
10665,2,1,3,12,0,0,0,2,0.4,0.4091,0.94,0.2239
10666,2,1,3,13,0,0,0,2,0.42,0.4242,0.88,0.1642
10667,2,1,3,14,0,0,0,2,0.44,0.4394,0.88,0.1642
10668,2,1,3,15,0,0,0,2,0.44,0.4394,0.88,0.194
10669,2,1,3,16,0,0,0,1,0.48,0.4697,0.77,0.0
10670,2,1,3,17,0,0,0,1,0.5,0.4848,0.72,0.0896
10671,2,1,3,18,0,0,0,1,0.5,0.4848,0.72,0.0896
10672,2,1,3,19,0,0,0,1,0.5,0.4848,0.72,0.2537
10673,2,1,3,20,0,0,0,1,0.48,0.4697,0.77,0.2239
10674,2,1,3,21,0,0,0,1,0.48,0.4697,0.77,0.1642
10675,2,1,3,22,0,0,0,1,0.46,0.4545,0.82,0.1343
10676,2,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1343
10677,2,1,3,0,0,1,1,2,0.48,0.4697,0.82,0.1642
10678,2,1,3,1,0,1,1,1,0.48,0.4697,0.82,0.2537
10679,2,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.2239
10680,2,1,3,3,0,1,1,1,0.46,0.4545,0.82,0.194
10681,2,1,3,4,0,1,1,1,0.44,0.4394,0.82,0.1642
10682,2,1,3,5,0,1,1,1,0.44,0.4394,0.77,0.1642
10683,2,1,3,6,0,1,1,1,0.42,0.4242,0.82,0.194
10684,2,1,3,7,0,1,1,1,0.44,0.4394,0.72,0.194
10685,2,1,3,8,0,1,1,1,0.44,0.4394,0.62,0.2239
10686,2,1,3,9,0,1,1,1,0.46,0.4545,0.47,0.2836
10687,2,1,3,10,0,1,1,1,0.5,0.4848,0.36,0.5821
10688,2,1,3,11,0,1,1,1,0.48,0.4697,0.31,0.5821
10689,2,1,3,12,0,1,1,1,0.48,0.4697,0.33,0.5224
10690,2,1,3,13,0,1,1,1,0.48,0.4697,0.29,0.6866
10691,2,1,3,14,0,1,1,1,0.48,0.4697,0.33,0.4478
10692,2,1,3,15,0,1,1,1,0.48,0.4697,0.29,0.6119
10693,2,1,3,16,0,1,1,1,0.48,0.4697,0.25,0.6418
10694,2,1,3,17,0,1,1,1,0.46,0.4545,0.24,0.4478
10695,2,1,3,18,0,1,1,1,0.44,0.4394,0.26,0.4478
10696,2,1,3,19,0,1,1,1,0.42,0.4242,0.24,0.3582
10697,2,1,3,20,0,1,1,1,0.4,0.4091,0.26,0.5224
10698,2,1,3,21,0,1,1,1,0.38,0.3939,0.25,0.4925
10699,2,1,3,22,0,1,1,1,0.36,0.3333,0.25,0.3582
10700,2,1,3,23,0,1,1,1,0.34,0.2879,0.25,0.5224
10701,2,1,3,0,0,2,1,1,0.32,0.2879,0.26,0.5224
10702,2,1,3,1,0,2,1,1,0.3,0.2727,0.26,0.4627
10703,2,1,3,2,0,2,1,1,0.26,0.2273,0.3,0.2985
10704,2,1,3,3,0,2,1,1,0.26,0.2273,0.3,0.3284
10705,2,1,3,4,0,2,1,1,0.24,0.2121,0.32,0.3582
10706,2,1,3,5,0,2,1,1,0.22,0.2121,0.37,0.2836
10707,2,1,3,6,0,2,1,1,0.22,0.2273,0.37,0.194
10708,2,1,3,7,0,2,1,1,0.22,0.2273,0.37,0.194
10709,2,1,3,8,0,2,1,1,0.22,0.2121,0.37,0.2985
10710,2,1,3,9,0,2,1,1,0.24,0.2273,0.38,0.194
10711,2,1,3,10,0,2,1,1,0.26,0.2576,0.35,0.2239
10712,2,1,3,11,0,2,1,1,0.3,0.303,0.31,0.1642
10713,2,1,3,12,0,2,1,1,0.32,0.3182,0.31,0.1642
10714,2,1,3,13,0,2,1,1,0.36,0.3485,0.27,0.0
10715,2,1,3,14,0,2,1,1,0.4,0.4091,0.24,0.1343
10716,2,1,3,15,0,2,1,1,0.42,0.4242,0.2,0.0
10717,2,1,3,16,0,2,1,1,0.42,0.4242,0.2,0.0
10718,2,1,3,17,0,2,1,1,0.44,0.4394,0.16,0.0
10719,2,1,3,18,0,2,1,1,0.42,0.4242,0.17,0.0896
10720,2,1,3,19,0,2,1,1,0.42,0.4242,0.17,0.0
10721,2,1,3,20,0,2,1,1,0.42,0.4242,0.17,0.0896
10722,2,1,3,21,0,2,1,1,0.36,0.3485,0.37,0.1642
10723,2,1,3,22,0,2,1,1,0.36,0.3485,0.37,0.1343
10724,2,1,3,23,0,2,1,1,0.36,0.3485,0.37,0.194
10725,2,1,3,0,0,3,1,1,0.36,0.3333,0.4,0.2836
10726,2,1,3,1,0,3,1,1,0.36,0.3333,0.46,0.2985
10727,2,1,3,2,0,3,1,1,0.34,0.303,0.49,0.2985
10728,2,1,3,3,0,3,1,1,0.34,0.303,0.42,0.3284
10729,2,1,3,4,0,3,1,1,0.36,0.3333,0.43,0.2985
10730,2,1,3,5,0,3,1,1,0.36,0.3333,0.43,0.2985
10731,2,1,3,6,0,3,1,1,0.36,0.3333,0.46,0.3582
10732,2,1,3,7,0,3,1,1,0.36,0.3333,0.46,0.3284
10733,2,1,3,8,0,3,1,1,0.38,0.3939,0.46,0.3582
10734,2,1,3,9,0,3,1,1,0.4,0.4091,0.43,0.4478
10735,2,1,3,10,0,3,1,1,0.46,0.4545,0.41,0.4179
10736,2,1,3,11,0,3,1,1,0.5,0.4848,0.42,0.3881
10737,2,1,3,12,0,3,1,2,0.54,0.5152,0.39,0.3582
10738,2,1,3,13,0,3,1,1,0.56,0.5303,0.43,0.3284
10739,2,1,3,14,0,3,1,1,0.62,0.6212,0.38,0.3582
10740,2,1,3,15,0,3,1,2,0.62,0.6212,0.41,0.2985
10741,2,1,3,16,0,3,1,3,0.62,0.6212,0.43,0.0896
10742,2,1,3,17,0,3,1,1,0.6,0.6061,0.6,0.2239
10743,2,1,3,18,0,3,1,1,0.6,0.6061,0.6,0.2239
10744,2,1,3,19,0,3,1,1,0.6,0.6212,0.56,0.194
10745,2,1,3,20,0,3,1,1,0.6,0.6212,0.56,0.2985
10746,2,1,3,21,0,3,1,1,0.58,0.5455,0.6,0.2537
10747,2,1,3,22,0,3,1,1,0.56,0.5303,0.64,0.1343
10748,2,1,3,23,0,3,1,1,0.54,0.5152,0.68,0.1343
10749,2,1,3,0,0,4,1,1,0.54,0.5152,0.68,0.194
10750,2,1,3,1,0,4,1,1,0.56,0.5303,0.6,0.1343
10751,2,1,3,2,0,4,1,1,0.6,0.6061,0.28,0.2985
10752,2,1,3,3,0,4,1,1,0.58,0.5455,0.28,0.2537
10753,2,1,3,4,0,4,1,1,0.52,0.5,0.36,0.2537
10754,2,1,3,5,0,4,1,1,0.5,0.4848,0.45,0.2239
10755,2,1,3,6,0,4,1,1,0.46,0.4545,0.59,0.2537
10756,2,1,3,7,0,4,1,1,0.46,0.4545,0.51,0.3582
10757,2,1,3,8,0,4,1,1,0.46,0.4545,0.47,0.4179
10758,2,1,3,9,0,4,1,1,0.48,0.4697,0.48,0.4179
10759,2,1,3,10,0,4,1,1,0.46,0.4545,0.47,0.4478
10760,2,1,3,11,0,4,1,1,0.5,0.4848,0.45,0.4179
10761,2,1,3,12,0,4,1,1,0.5,0.4848,0.42,0.4925
10762,2,1,3,13,0,4,1,1,0.46,0.4545,0.44,0.3284
10763,2,1,3,14,0,4,1,1,0.5,0.4848,0.42,0.3582
10764,2,1,3,15,0,4,1,1,0.52,0.5,0.39,0.3582
10765,2,1,3,16,0,4,1,1,0.52,0.5,0.36,0.3284
10766,2,1,3,17,0,4,1,1,0.52,0.5,0.38,0.3881
10767,2,1,3,18,0,4,1,1,0.5,0.4848,0.39,0.2985
10768,2,1,3,19,0,4,1,1,0.48,0.4697,0.39,0.2836
10769,2,1,3,20,0,4,1,1,0.46,0.4545,0.38,0.2985
10770,2,1,3,21,0,4,1,1,0.44,0.4394,0.44,0.2836
10771,2,1,3,22,0,4,1,1,0.42,0.4242,0.44,0.2836
10772,2,1,3,23,0,4,1,1,0.42,0.4242,0.47,0.2985
10773,2,1,3,0,0,5,1,1,0.4,0.4091,0.47,0.2985
10774,2,1,3,1,0,5,1,1,0.38,0.3939,0.5,0.2836
10775,2,1,3,2,0,5,1,1,0.36,0.3333,0.53,0.2985
10776,2,1,3,3,0,5,1,1,0.34,0.3333,0.61,0.1343
10777,2,1,3,4,0,5,1,1,0.34,0.3485,0.53,0.0896
10778,2,1,3,5,0,5,1,1,0.32,0.3333,0.61,0.0896
10779,2,1,3,6,0,5,1,1,0.32,0.3333,0.57,0.1343
10780,2,1,3,7,0,5,1,1,0.32,0.3182,0.57,0.1642
10781,2,1,3,8,0,5,1,1,0.32,0.3182,0.66,0.1642
10782,2,1,3,9,0,5,1,1,0.34,0.3333,0.57,0.1642
10783,2,1,3,10,0,5,1,2,0.36,0.3636,0.57,0.1045
10784,2,1,3,11,0,5,1,2,0.36,0.3788,0.53,0.0
10785,2,1,3,12,0,5,1,2,0.38,0.3939,0.54,0.0
10786,2,1,3,13,0,5,1,3,0.4,0.4091,0.5,0.0
10787,2,1,3,14,0,5,1,3,0.4,0.4091,0.54,0.0
10788,2,1,3,15,0,5,1,3,0.42,0.4242,0.54,0.0
10789,2,1,3,16,0,5,1,3,0.4,0.4091,0.62,0.2836
10790,2,1,3,17,0,5,1,2,0.4,0.4091,0.62,0.2239
10791,2,1,3,18,0,5,1,1,0.42,0.4242,0.54,0.194
10792,2,1,3,19,0,5,1,1,0.4,0.4091,0.62,0.2239
10793,2,1,3,20,0,5,1,1,0.4,0.4091,0.62,0.1642
10794,2,1,3,21,0,5,1,1,0.38,0.3939,0.66,0.1343
10795,2,1,3,22,0,5,1,1,0.36,0.3485,0.71,0.1642
10796,2,1,3,23,0,5,1,1,0.36,0.3788,0.71,0.0
10797,2,1,3,0,0,6,0,1,0.38,0.3939,0.82,0.194
10798,2,1,3,1,0,6,0,2,0.4,0.4091,0.76,0.194
10799,2,1,3,2,0,6,0,2,0.42,0.4242,0.77,0.2537
10800,2,1,3,3,0,6,0,1,0.4,0.4091,0.82,0.2537
10801,2,1,3,4,0,6,0,1,0.42,0.4242,0.77,0.4179
10802,2,1,3,5,0,6,0,1,0.4,0.4091,0.82,0.2239
10803,2,1,3,6,0,6,0,2,0.36,0.3485,0.87,0.1642
10804,2,1,3,7,0,6,0,2,0.36,0.3485,0.87,0.1642
10805,2,1,3,8,0,6,0,2,0.36,0.3485,0.87,0.194
10806,2,1,3,9,0,6,0,2,0.4,0.4091,0.76,0.194
10807,2,1,3,10,0,6,0,2,0.4,0.4091,0.76,0.1343
10808,2,1,3,11,0,6,0,1,0.46,0.4545,0.72,0.1343
10809,2,1,3,12,0,6,0,1,0.48,0.4697,0.67,0.0
10810,2,1,3,13,0,6,0,1,0.54,0.5152,0.6,0.1343
10811,2,1,3,14,0,6,0,2,0.5,0.4848,0.63,0.2537
10812,2,1,3,15,0,6,0,2,0.52,0.5,0.59,0.2836
10813,2,1,3,16,0,6,0,2,0.5,0.4848,0.63,0.2985
10814,2,1,3,17,0,6,0,1,0.48,0.4697,0.67,0.4179
10815,2,1,3,18,0,6,0,2,0.44,0.4394,0.72,0.4627
10816,2,1,3,19,0,6,0,1,0.42,0.4242,0.71,0.4478
10817,2,1,3,20,0,6,0,2,0.4,0.4091,0.71,0.3284
10818,2,1,3,21,0,6,0,2,0.4,0.4091,0.71,0.3284
10819,2,1,3,22,0,6,0,2,0.38,0.3939,0.71,0.2537
10820,2,1,3,23,0,6,0,2,0.36,0.3333,0.76,0.2836
10821,2,1,4,0,0,0,0,2,0.36,0.3333,0.76,0.2537
10822,2,1,4,1,0,0,0,2,0.36,0.3485,0.76,0.1642
10823,2,1,4,2,0,0,0,2,0.36,0.3485,0.76,0.1642
10824,2,1,4,3,0,0,0,2,0.34,0.3333,0.81,0.1343
10825,2,1,4,4,0,0,0,2,0.34,0.3485,0.81,0.0896
10826,2,1,4,5,0,0,0,2,0.34,0.3485,0.81,0.0896
10827,2,1,4,6,0,0,0,2,0.36,0.3485,0.76,0.1343
10828,2,1,4,7,0,0,0,2,0.36,0.3485,0.71,0.1343
10829,2,1,4,8,0,0,0,2,0.36,0.3636,0.76,0.0896
10830,2,1,4,9,0,0,0,2,0.36,0.3485,0.81,0.1343
10831,2,1,4,10,0,0,0,2,0.4,0.4091,0.71,0.1045
10832,2,1,4,11,0,0,0,2,0.4,0.4091,0.71,0.194
10833,2,1,4,12,0,0,0,2,0.42,0.4242,0.67,0.2239
10834,2,1,4,13,0,0,0,2,0.44,0.4394,0.62,0.194
10835,2,1,4,14,0,0,0,2,0.48,0.4697,0.55,0.2239
10836,2,1,4,15,0,0,0,1,0.5,0.4848,0.55,0.2537
10837,2,1,4,16,0,0,0,1,0.52,0.5,0.52,0.2537
10838,2,1,4,17,0,0,0,1,0.52,0.5,0.55,0.2836
