id,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
27985,25,Private,171236,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States
27986,45,Private,367037,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
27987,38,Private,304651,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States
27988,62,Private,97017,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
27989,20,Private,146879,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,2001,40,United-States
27990,45,State-gov,320818,Some-college,10,Married-spouse-absent,Other-service,Other-relative,Black,Male,0,0,40,Haiti
27991,47,Self-emp-not-inc,84735,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States
27992,49,Private,184428,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
27993,36,Private,326886,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
27994,24,?,169624,HS-grad,9,Divorced,?,Unmarried,Black,Female,0,0,37,United-States
27995,29,Private,212102,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,30,United-States
27996,23,Private,175837,11th,7,Never-married,Farming-fishing,Other-relative,White,Female,0,0,40,Puerto-Rico
27997,50,Private,177487,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
27998,44,Private,286750,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1902,40,United-States
27999,44,Private,171424,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
28000,32,Private,194981,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,36,United-States
28001,73,Private,199362,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States
28002,24,Private,204226,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
28003,46,State-gov,72506,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States
28004,61,Self-emp-inc,61040,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7688,0,36,United-States
28005,37,Federal-gov,194630,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States
28006,29,Private,391867,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
28007,40,Private,94080,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
28008,17,Private,289405,11th,7,Never-married,Machine-op-inspct,Own-child,Other,Male,0,0,12,United-States
28009,30,Private,170130,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
28010,19,Private,158118,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,1719,40,United-States
28011,30,Private,447739,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States
28012,90,?,39824,HS-grad,9,Widowed,?,Not-in-family,White,Male,401,0,4,United-States
28013,76,?,312500,5th-6th,3,Widowed,?,Unmarried,White,Female,0,0,40,United-States
28014,47,Private,223342,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,1504,35,United-States
28015,65,?,293385,Preschool,1,Married-civ-spouse,?,Husband,Black,Male,0,0,30,United-States
28016,25,Private,106377,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
28017,41,Private,66118,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States
28018,47,Private,274883,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
28019,27,Local-gov,123773,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
28020,42,Local-gov,70655,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States
28021,49,Private,177426,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States
28022,37,Private,200374,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States
28023,19,State-gov,159269,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,United-States
28024,24,Private,235894,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States
28025,34,Local-gov,97723,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
28026,33,Private,167309,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
28027,44,Self-emp-not-inc,98106,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
28028,37,Federal-gov,22201,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,7298,0,40,Philippines
28029,45,Private,108993,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
28030,35,Private,265954,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States
28031,58,Self-emp-inc,100960,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
28032,45,Private,170092,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,50,United-States
28033,54,Private,326156,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
28034,45,Private,216932,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
28035,69,Private,36956,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,50,United-States
28036,24,Private,214014,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States
28037,36,Private,99872,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,India
28038,61,State-gov,151459,10th,6,Never-married,Other-service,Not-in-family,Black,Female,0,0,38,United-States
28039,57,Self-emp-inc,161662,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,60,United-States
28040,56,Private,367200,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,0,0,40,United-States
28041,35,Private,86648,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States
28042,51,Local-gov,168539,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
28043,50,Private,140741,11th,7,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States
28044,25,Private,197651,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,43,United-States
28045,46,Private,123053,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,Japan
28046,23,Private,330571,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States
28047,44,Private,204235,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
28048,38,State-gov,346766,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
28049,35,?,257250,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,United-States
28050,25,Private,163396,Some-college,10,Never-married,Tech-support,Not-in-family,Other,Female,0,0,40,United-States
28051,78,?,135839,HS-grad,9,Widowed,?,Not-in-family,White,Female,1086,0,20,United-States
28052,18,Private,36251,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States
28053,40,Private,149102,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,2174,0,60,Poland
28054,61,?,222395,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States
28055,31,State-gov,29152,12th,8,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States
28056,33,Private,79303,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States
28057,35,Private,272338,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
28058,55,State-gov,200497,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
28059,19,Private,148392,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States
28060,31,Private,164243,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1579,40,United-States
28061,43,State-gov,129298,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
28062,49,Local-gov,174981,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,47,United-States
28063,48,Local-gov,328610,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
28064,27,Private,77774,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,34,United-States
28065,38,State-gov,134069,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,United-States
28066,35,Private,209214,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,4386,0,35,United-States
28067,29,Private,153805,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Other,Male,0,0,40,Ecuador
28068,27,Private,168827,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,2,United-States
28069,31,Private,373432,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States
28070,26,Private,57600,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
28071,53,Self-emp-not-inc,302847,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States
28072,23,Private,227594,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States
28073,32,Federal-gov,44777,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,46,United-States
28074,54,?,133963,HS-grad,9,Widowed,?,Own-child,White,Female,0,0,40,United-States
28075,36,Private,279615,Bachelors,13,Divorced,Sales,Own-child,White,Female,0,0,40,United-States
28076,22,Private,276133,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States
28077,62,Private,136314,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
28078,41,Private,204410,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,44,United-States
28079,59,Self-emp-inc,223215,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States
28080,43,Private,184625,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
28081,34,Self-emp-inc,265917,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
28082,27,Private,158647,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
28083,35,Private,22055,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,60,United-States
28084,41,Local-gov,176716,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
28085,42,Private,270721,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,32,United-States
28086,24,Private,100321,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,48,United-States
28087,35,Private,79050,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Male,0,0,72,United-States
28088,40,Local-gov,42703,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
28089,46,Private,116952,7th-8th,4,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States
28090,45,Private,331643,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
28091,33,Private,207937,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1092,40,United-States
28092,68,Private,223486,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,7,England
28093,33,Private,340332,Bachelors,13,Separated,Exec-managerial,Not-in-family,Black,Female,0,0,45,United-States
28094,23,Private,184813,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States
28095,42,Self-emp-not-inc,32185,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
28096,30,Private,197886,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States
28097,35,State-gov,248374,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
28098,40,Private,382499,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States
28099,36,State-gov,108320,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male,5455,0,30,United-States
28100,46,Self-emp-inc,161386,9th,5,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,50,United-States
28101,49,Local-gov,110172,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
28102,41,Private,144032,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
28103,26,Private,224426,Masters,14,Never-married,Exec-managerial,Own-child,White,Male,0,0,38,United-States
28104,37,Private,230408,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,20,United-States
28105,50,Local-gov,20795,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
28106,20,Private,174714,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States
28107,59,State-gov,398626,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Male,25236,0,45,United-States
28108,30,Private,149531,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
28109,23,Private,34113,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
28110,44,Local-gov,323790,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
28111,28,Private,331381,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
28112,48,Private,160647,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,Ireland
28113,34,Private,339142,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States
28114,58,Private,164857,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,99,United-States
28115,33,Local-gov,267859,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
28116,38,Private,167725,Bachelors,13,Married-spouse-absent,Transport-moving,Not-in-family,Other,Male,0,0,84,India
28117,49,Federal-gov,586657,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States
28118,67,Self-emp-not-inc,105907,1st-4th,2,Widowed,Other-service,Not-in-family,Black,Female,0,0,20,United-States
28119,23,Private,200677,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
28120,42,Private,193882,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
28121,54,Private,138026,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
28122,49,Private,122385,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
28123,35,Private,49020,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
28124,26,Private,283715,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
28125,31,Private,286406,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,3325,0,40,United-States
28126,36,Private,166416,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
28127,25,Private,156334,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
28128,35,Local-gov,45607,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States
28129,40,Local-gov,112362,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
28130,52,Private,200419,Assoc-acdm,12,Separated,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
28131,42,State-gov,341638,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
28132,25,?,34161,12th,8,Separated,?,Unmarried,White,Female,0,0,30,United-States
28133,50,Self-emp-not-inc,127151,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,Canada
28134,52,Private,321959,Some-college,10,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,United-States
28135,51,Local-gov,35211,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
28136,19,Private,214935,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
28137,43,Private,132130,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
28138,57,Private,222247,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
28139,35,Private,165799,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States
28140,30,Private,257874,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States
28141,38,Private,357173,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
28142,45,State-gov,305739,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
28143,23,Private,172047,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
28144,22,Private,110677,Some-college,10,Separated,Other-service,Own-child,White,Female,0,0,40,United-States
28145,21,?,405684,HS-grad,9,Never-married,?,Other-relative,White,Male,0,0,35,Mexico
28146,60,Private,82388,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,38,United-States
28147,45,Private,289230,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,48,United-States
28148,26,Private,101812,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,5721,0,40,United-States
28149,49,State-gov,336509,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
28150,29,Private,383402,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States
28151,47,Private,328216,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,40,United-States
28152,40,Private,280362,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States
28153,34,Private,212064,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,7443,0,35,United-States
28154,42,Private,173704,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
28155,33,Private,433375,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,Mexico
28156,63,Self-emp-not-inc,106551,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
28157,53,Private,22418,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
28158,38,Private,54816,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
28159,44,Private,358199,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
28160,43,Private,190044,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
28161,26,Private,97698,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,32,United-States
28162,56,Private,53366,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
28163,39,Private,236136,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
28164,44,Private,326232,7th-8th,4,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,48,United-States
28165,34,Private,581071,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,48,United-States
28166,40,Private,220589,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
28167,38,Federal-gov,161463,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States
28168,44,Private,95255,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
28169,34,Federal-gov,223267,Some-college,10,Divorced,Protective-serv,Own-child,White,Male,0,0,72,United-States
28170,22,Private,236769,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,England
28171,58,Self-emp-inc,229498,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,20,United-States
28172,43,Private,177083,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,30,United-States
28173,23,Private,287681,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Columbia
28174,41,Private,49797,Some-college,10,Separated,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States
28175,44,Private,174051,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States
28176,32,Private,194901,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
28177,38,Local-gov,252250,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States
28178,47,Private,191277,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
28179,24,Private,174907,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States
28180,39,Private,167140,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
28181,32,Private,236543,12th,8,Divorced,Protective-serv,Own-child,White,Male,0,0,54,Mexico
28182,40,Private,214242,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States
28183,34,Private,216864,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,3770,45,United-States
28184,34,Private,245211,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,2036,0,30,United-States
28185,57,Private,437727,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States
28186,71,Private,200418,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
28187,45,Local-gov,167334,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
28188,54,Private,146834,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States
28189,26,Private,78424,Assoc-voc,11,Never-married,Sales,Unmarried,White,Female,0,0,54,United-States
28190,37,Private,182675,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States
28191,28,Self-emp-not-inc,38079,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States
28192,42,Private,115178,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,15,United-States
28193,45,Private,195949,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
28194,37,Private,167415,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
28195,57,Private,223214,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
28196,39,Private,22245,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States
28197,45,State-gov,81853,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,United-States
28198,30,Private,147921,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,46,United-States
28199,27,Private,29261,HS-grad,9,Married-AF-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
28200,44,Private,257758,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
28201,44,State-gov,136546,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States
28202,38,Private,205493,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,60,United-States
28203,19,Private,71650,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States
28204,39,Private,150217,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,38,United-States
28205,55,Self-emp-inc,258648,10th,6,Widowed,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
28206,17,Private,114798,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States
28207,43,Private,186188,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
28208,36,Local-gov,175255,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States
28209,45,Private,249935,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
28210,44,Private,120277,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States
28211,26,Private,193165,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,52,United-States
28212,32,Private,185027,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,Ireland
28213,21,Private,221418,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
28214,43,Federal-gov,56063,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
28215,34,Private,153927,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
28216,33,State-gov,163110,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States
28217,40,Self-emp-inc,175696,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,51,United-States
28218,46,Private,143189,5th-6th,3,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,Dominican-Republic
28219,20,?,114969,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,United-States
28220,54,State-gov,32778,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
28221,23,Private,150683,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States
28222,58,Self-emp-inc,78104,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
28223,25,Private,335005,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,3137,0,40,United-States
28224,50,Local-gov,311551,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States
28225,42,Self-emp-not-inc,201520,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
28226,25,Private,124111,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,38,United-States
28227,60,Private,166386,11th,7,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,30,Hong
28228,43,State-gov,117471,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
28229,25,Private,361307,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
28230,31,Private,142038,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,45,United-States
28231,35,Private,276552,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
28232,48,Private,50402,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States
28233,43,Self-emp-not-inc,174090,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States
28234,27,Private,277760,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
28235,24,Private,24243,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1590,40,United-States
28236,44,Self-emp-inc,151089,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,70,United-States
28237,52,Self-emp-not-inc,165278,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,22,United-States
28238,49,Private,182752,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
