id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
23605,42.0,services,married,secondary,no,59.0,no,no,cellular,28.0,aug,144.0,13.0,-1.0,0.0,unknown
23606,39.0,housemaid,married,tertiary,no,315.0,no,no,cellular,28.0,aug,53.0,4.0,-1.0,0.0,unknown
23607,32.0,technician,divorced,secondary,no,-262.0,yes,no,telephone,28.0,aug,85.0,24.0,-1.0,0.0,unknown
23608,52.0,management,married,tertiary,no,163.0,no,no,cellular,28.0,aug,638.0,6.0,-1.0,0.0,unknown
23609,31.0,self-employed,married,tertiary,no,81.0,no,no,cellular,28.0,aug,532.0,2.0,-1.0,0.0,unknown
23610,47.0,admin.,divorced,secondary,no,225.0,no,no,cellular,28.0,aug,1126.0,4.0,-1.0,0.0,unknown
23611,32.0,management,married,tertiary,no,864.0,yes,no,cellular,28.0,aug,17.0,19.0,-1.0,0.0,unknown
23612,40.0,housemaid,married,primary,no,0.0,no,no,cellular,28.0,aug,16.0,20.0,-1.0,0.0,unknown
23613,48.0,technician,married,secondary,no,1548.0,no,no,cellular,28.0,aug,143.0,5.0,-1.0,0.0,unknown
23614,54.0,management,divorced,tertiary,no,0.0,no,no,cellular,28.0,aug,276.0,6.0,-1.0,0.0,unknown
23615,43.0,management,divorced,tertiary,no,3327.0,no,no,telephone,28.0,aug,146.0,19.0,-1.0,0.0,unknown
23616,48.0,management,married,tertiary,no,0.0,no,no,cellular,28.0,aug,16.0,16.0,-1.0,0.0,unknown
23617,55.0,services,married,secondary,no,879.0,no,no,cellular,28.0,aug,183.0,8.0,-1.0,0.0,unknown
23618,37.0,technician,married,secondary,no,729.0,no,no,cellular,28.0,aug,156.0,8.0,-1.0,0.0,unknown
23619,36.0,technician,married,secondary,no,-158.0,yes,no,cellular,28.0,aug,1037.0,7.0,-1.0,0.0,unknown
23620,58.0,housemaid,married,primary,no,7881.0,no,no,cellular,28.0,aug,507.0,8.0,-1.0,0.0,unknown
23621,31.0,technician,single,secondary,no,0.0,no,no,cellular,28.0,aug,18.0,15.0,-1.0,0.0,unknown
23622,31.0,management,single,tertiary,no,35.0,no,no,cellular,28.0,aug,27.0,16.0,-1.0,0.0,unknown
23623,56.0,retired,married,secondary,no,1333.0,no,no,cellular,28.0,aug,17.0,14.0,-1.0,0.0,unknown
23624,49.0,services,married,secondary,no,2420.0,yes,no,telephone,28.0,aug,19.0,13.0,-1.0,0.0,unknown
23625,34.0,technician,married,secondary,no,0.0,no,no,cellular,28.0,aug,12.0,13.0,-1.0,0.0,unknown
23626,38.0,management,married,tertiary,no,173.0,no,no,cellular,28.0,aug,32.0,8.0,-1.0,0.0,unknown
23627,31.0,housemaid,married,tertiary,no,0.0,no,no,unknown,28.0,aug,12.0,15.0,-1.0,0.0,unknown
23628,33.0,technician,single,secondary,no,111.0,no,no,cellular,28.0,aug,7.0,23.0,-1.0,0.0,unknown
23629,40.0,technician,married,tertiary,no,84.0,no,no,cellular,28.0,aug,715.0,8.0,-1.0,0.0,unknown
23630,33.0,management,single,tertiary,no,0.0,no,no,cellular,28.0,aug,13.0,17.0,-1.0,0.0,unknown
23631,32.0,admin.,single,tertiary,no,211.0,no,no,cellular,28.0,aug,56.0,7.0,-1.0,0.0,unknown
23632,34.0,technician,single,secondary,no,0.0,no,no,cellular,28.0,aug,195.0,6.0,-1.0,0.0,unknown
23633,30.0,management,single,tertiary,no,17.0,no,no,cellular,28.0,aug,95.0,6.0,-1.0,0.0,unknown
23634,50.0,housemaid,married,primary,no,0.0,no,no,cellular,28.0,aug,39.0,4.0,-1.0,0.0,unknown
23635,55.0,management,divorced,tertiary,no,668.0,no,no,cellular,28.0,aug,25.0,6.0,-1.0,0.0,unknown
23636,60.0,self-employed,married,secondary,no,1690.0,no,no,cellular,28.0,aug,64.0,11.0,-1.0,0.0,unknown
23637,53.0,management,married,tertiary,no,37.0,no,no,cellular,28.0,aug,51.0,9.0,-1.0,0.0,unknown
23638,45.0,blue-collar,married,secondary,no,-183.0,yes,yes,cellular,28.0,aug,8.0,13.0,-1.0,0.0,unknown
23639,53.0,blue-collar,married,secondary,no,65.0,no,no,cellular,28.0,aug,25.0,18.0,-1.0,0.0,unknown
23640,31.0,management,single,tertiary,no,0.0,no,no,cellular,28.0,aug,38.0,16.0,-1.0,0.0,unknown
23641,34.0,technician,married,secondary,no,-173.0,no,no,cellular,28.0,aug,85.0,2.0,-1.0,0.0,unknown
23642,54.0,management,married,tertiary,no,1258.0,no,no,cellular,28.0,aug,153.0,14.0,-1.0,0.0,unknown
23643,34.0,management,single,tertiary,no,6766.0,no,no,cellular,28.0,aug,210.0,5.0,-1.0,0.0,unknown
23644,48.0,blue-collar,married,unknown,no,2499.0,no,no,cellular,28.0,aug,429.0,3.0,-1.0,0.0,unknown
23645,37.0,technician,married,tertiary,no,0.0,no,no,cellular,28.0,aug,76.0,1.0,-1.0,0.0,unknown
23646,45.0,blue-collar,married,primary,no,377.0,no,no,cellular,28.0,aug,26.0,23.0,-1.0,0.0,unknown
23647,33.0,self-employed,married,secondary,no,77.0,no,no,cellular,28.0,aug,958.0,6.0,-1.0,0.0,unknown
23648,33.0,management,single,tertiary,no,1530.0,no,no,cellular,28.0,aug,88.0,25.0,-1.0,0.0,unknown
23649,48.0,housemaid,married,primary,no,0.0,no,no,cellular,28.0,aug,20.0,23.0,-1.0,0.0,unknown
23650,53.0,services,married,secondary,no,658.0,no,no,cellular,28.0,aug,18.0,25.0,-1.0,0.0,unknown
23651,52.0,services,married,secondary,no,1645.0,no,no,cellular,28.0,aug,248.0,1.0,-1.0,0.0,unknown
23652,32.0,technician,single,tertiary,no,8047.0,yes,no,cellular,28.0,aug,16.0,13.0,-1.0,0.0,unknown
23653,33.0,technician,single,tertiary,no,436.0,no,no,cellular,28.0,aug,258.0,8.0,-1.0,0.0,unknown
23654,39.0,technician,married,tertiary,no,0.0,no,no,cellular,28.0,aug,13.0,17.0,-1.0,0.0,unknown
23655,35.0,technician,married,tertiary,no,75.0,no,no,cellular,28.0,aug,9.0,19.0,-1.0,0.0,unknown
23656,51.0,blue-collar,married,secondary,no,279.0,no,no,cellular,28.0,aug,64.0,3.0,-1.0,0.0,unknown
23657,34.0,management,single,tertiary,no,4348.0,yes,no,cellular,28.0,aug,373.0,8.0,-1.0,0.0,unknown
23658,35.0,technician,single,secondary,no,230.0,no,no,cellular,28.0,aug,104.0,1.0,-1.0,0.0,unknown
23659,30.0,technician,single,secondary,no,167.0,no,no,cellular,28.0,aug,35.0,14.0,-1.0,0.0,unknown
23660,52.0,technician,married,secondary,no,118.0,no,no,cellular,28.0,aug,16.0,20.0,-1.0,0.0,unknown
23661,48.0,blue-collar,married,primary,no,323.0,no,no,cellular,28.0,aug,158.0,10.0,-1.0,0.0,unknown
23662,36.0,technician,single,tertiary,no,97.0,no,no,cellular,28.0,aug,69.0,17.0,-1.0,0.0,unknown
23663,30.0,technician,divorced,secondary,no,3028.0,yes,no,cellular,28.0,aug,65.0,5.0,-1.0,0.0,unknown
23664,57.0,retired,married,unknown,no,-157.0,no,no,cellular,28.0,aug,31.0,9.0,-1.0,0.0,unknown
23665,55.0,admin.,married,secondary,no,-2.0,no,no,cellular,28.0,aug,76.0,1.0,-1.0,0.0,unknown
23666,30.0,technician,married,tertiary,no,0.0,no,no,cellular,28.0,aug,140.0,9.0,-1.0,0.0,unknown
23667,48.0,housemaid,single,secondary,no,71.0,no,no,cellular,28.0,aug,97.0,3.0,-1.0,0.0,unknown
23668,45.0,self-employed,married,secondary,no,396.0,no,no,cellular,28.0,aug,238.0,1.0,-1.0,0.0,unknown
23669,36.0,management,married,tertiary,no,200.0,no,no,cellular,28.0,aug,131.0,1.0,-1.0,0.0,unknown
23670,36.0,technician,divorced,tertiary,no,466.0,no,no,cellular,28.0,aug,171.0,1.0,-1.0,0.0,unknown
23671,31.0,management,single,tertiary,no,713.0,no,no,cellular,28.0,aug,162.0,1.0,-1.0,0.0,unknown
23672,41.0,technician,married,secondary,no,1788.0,no,no,cellular,28.0,aug,222.0,1.0,-1.0,0.0,unknown
23673,33.0,management,single,tertiary,no,755.0,yes,no,cellular,28.0,aug,68.0,12.0,-1.0,0.0,unknown
23674,34.0,technician,married,secondary,no,298.0,no,no,cellular,28.0,aug,42.0,10.0,-1.0,0.0,unknown
23675,43.0,management,married,tertiary,no,370.0,no,no,cellular,28.0,aug,142.0,5.0,-1.0,0.0,unknown
23676,31.0,management,married,tertiary,no,459.0,no,no,cellular,28.0,aug,13.0,14.0,-1.0,0.0,unknown
23677,45.0,self-employed,married,tertiary,no,240.0,no,no,cellular,28.0,aug,163.0,4.0,-1.0,0.0,unknown
23678,32.0,technician,single,tertiary,no,723.0,no,no,cellular,28.0,aug,68.0,27.0,-1.0,0.0,unknown
23679,32.0,technician,married,secondary,no,-300.0,no,no,cellular,28.0,aug,226.0,9.0,-1.0,0.0,unknown
23680,38.0,management,married,tertiary,no,0.0,no,no,cellular,28.0,aug,77.0,18.0,-1.0,0.0,unknown
23681,42.0,self-employed,married,tertiary,no,0.0,no,no,cellular,28.0,aug,35.0,13.0,-1.0,0.0,unknown
23682,52.0,technician,married,secondary,no,136.0,no,no,cellular,28.0,aug,88.0,5.0,-1.0,0.0,unknown
23683,40.0,management,married,tertiary,no,558.0,no,no,cellular,28.0,aug,50.0,5.0,-1.0,0.0,unknown
23684,53.0,management,divorced,tertiary,no,15.0,no,no,cellular,28.0,aug,76.0,5.0,-1.0,0.0,unknown
23685,39.0,technician,single,tertiary,no,1522.0,yes,no,cellular,28.0,aug,15.0,8.0,-1.0,0.0,unknown
23686,54.0,admin.,married,secondary,no,111.0,no,no,cellular,28.0,aug,29.0,13.0,-1.0,0.0,unknown
23687,34.0,technician,married,secondary,no,33.0,no,no,cellular,28.0,aug,259.0,1.0,-1.0,0.0,unknown
23688,35.0,management,single,tertiary,no,-108.0,yes,no,cellular,28.0,aug,74.0,3.0,-1.0,0.0,unknown
23689,45.0,technician,married,secondary,no,77.0,no,no,cellular,28.0,aug,90.0,1.0,-1.0,0.0,unknown
23690,45.0,technician,divorced,secondary,no,12.0,no,no,cellular,28.0,aug,88.0,3.0,-1.0,0.0,unknown
23691,47.0,services,married,secondary,no,5.0,no,no,cellular,28.0,aug,169.0,1.0,-1.0,0.0,unknown
23692,34.0,management,single,secondary,no,1863.0,no,no,cellular,28.0,aug,143.0,1.0,-1.0,0.0,unknown
23693,36.0,technician,single,secondary,no,0.0,no,no,cellular,28.0,aug,8.0,13.0,-1.0,0.0,unknown
23694,30.0,technician,married,secondary,no,42.0,no,no,cellular,28.0,aug,140.0,3.0,-1.0,0.0,unknown
23695,35.0,technician,single,tertiary,no,0.0,yes,no,telephone,28.0,aug,46.0,2.0,-1.0,0.0,unknown
23696,35.0,technician,married,secondary,no,-78.0,no,no,cellular,28.0,aug,102.0,13.0,-1.0,0.0,unknown
23697,44.0,management,married,tertiary,no,0.0,no,no,cellular,28.0,aug,43.0,1.0,-1.0,0.0,unknown
23698,34.0,management,single,tertiary,yes,621.0,no,no,cellular,28.0,aug,205.0,3.0,-1.0,0.0,unknown
23699,30.0,technician,married,tertiary,no,81.0,no,no,cellular,28.0,aug,51.0,1.0,-1.0,0.0,unknown
23700,41.0,technician,married,secondary,no,6171.0,no,no,cellular,28.0,aug,50.0,5.0,-1.0,0.0,unknown
23701,38.0,management,single,tertiary,no,0.0,no,no,cellular,28.0,aug,59.0,12.0,-1.0,0.0,unknown
23702,41.0,technician,divorced,secondary,no,475.0,yes,no,cellular,28.0,aug,49.0,7.0,-1.0,0.0,unknown
23703,37.0,self-employed,married,tertiary,no,552.0,no,no,cellular,28.0,aug,379.0,1.0,-1.0,0.0,unknown
23704,52.0,blue-collar,married,secondary,no,305.0,no,no,cellular,28.0,aug,26.0,26.0,-1.0,0.0,unknown
23705,43.0,housemaid,married,primary,no,685.0,no,no,cellular,28.0,aug,77.0,7.0,-1.0,0.0,unknown
23706,60.0,retired,married,tertiary,no,45.0,no,no,cellular,28.0,aug,39.0,5.0,-1.0,0.0,unknown
23707,34.0,technician,married,secondary,no,553.0,no,no,cellular,28.0,aug,45.0,12.0,-1.0,0.0,unknown
23708,34.0,management,married,tertiary,no,2032.0,no,no,cellular,28.0,aug,103.0,12.0,-1.0,0.0,unknown
23709,39.0,management,divorced,tertiary,no,295.0,no,no,cellular,28.0,aug,68.0,2.0,-1.0,0.0,unknown
23710,44.0,management,married,tertiary,no,795.0,no,no,cellular,28.0,aug,99.0,24.0,-1.0,0.0,unknown
23711,51.0,housemaid,married,primary,no,605.0,no,no,cellular,28.0,aug,270.0,14.0,-1.0,0.0,unknown
23712,52.0,blue-collar,married,primary,no,-490.0,yes,yes,cellular,28.0,aug,74.0,10.0,-1.0,0.0,unknown
23713,40.0,technician,married,secondary,no,88.0,no,no,cellular,28.0,aug,214.0,3.0,-1.0,0.0,unknown
23714,47.0,blue-collar,married,primary,no,1480.0,no,no,cellular,28.0,aug,460.0,5.0,-1.0,0.0,unknown
23715,40.0,technician,married,secondary,yes,0.0,no,no,cellular,28.0,aug,147.0,2.0,-1.0,0.0,unknown
23716,32.0,management,single,tertiary,no,813.0,no,no,cellular,28.0,aug,114.0,7.0,-1.0,0.0,unknown
23717,50.0,blue-collar,married,primary,no,565.0,yes,yes,cellular,28.0,aug,36.0,3.0,-1.0,0.0,unknown
23718,31.0,technician,single,tertiary,no,-564.0,yes,yes,cellular,28.0,aug,49.0,15.0,-1.0,0.0,unknown
23719,33.0,management,married,tertiary,no,968.0,no,yes,cellular,28.0,aug,95.0,10.0,-1.0,0.0,unknown
23720,60.0,retired,married,secondary,no,4.0,no,no,cellular,28.0,aug,602.0,3.0,-1.0,0.0,unknown
23721,33.0,technician,married,secondary,no,2.0,no,no,cellular,28.0,aug,385.0,7.0,-1.0,0.0,unknown
23722,31.0,management,single,tertiary,no,0.0,no,no,cellular,28.0,aug,35.0,31.0,-1.0,0.0,unknown
23723,31.0,technician,single,secondary,no,182.0,no,no,cellular,28.0,aug,52.0,5.0,-1.0,0.0,unknown
23724,33.0,technician,single,tertiary,no,34.0,no,no,cellular,28.0,aug,13.0,30.0,-1.0,0.0,unknown
23725,58.0,blue-collar,married,primary,no,6762.0,no,no,cellular,28.0,aug,9.0,25.0,-1.0,0.0,unknown
23726,49.0,management,married,tertiary,no,223.0,no,no,cellular,28.0,aug,22.0,22.0,-1.0,0.0,unknown
23727,35.0,management,single,tertiary,no,556.0,no,no,cellular,28.0,aug,52.0,8.0,-1.0,0.0,unknown
23728,43.0,technician,divorced,tertiary,no,0.0,no,no,cellular,28.0,aug,142.0,10.0,-1.0,0.0,unknown
23729,44.0,management,married,tertiary,no,278.0,no,no,cellular,28.0,aug,95.0,4.0,-1.0,0.0,unknown
23730,35.0,technician,married,secondary,no,353.0,no,no,cellular,28.0,aug,17.0,9.0,-1.0,0.0,unknown
23731,31.0,technician,single,tertiary,no,162.0,no,no,cellular,28.0,aug,13.0,9.0,-1.0,0.0,unknown
23732,33.0,technician,married,secondary,no,95.0,no,no,cellular,28.0,aug,26.0,19.0,-1.0,0.0,unknown
23733,48.0,management,single,tertiary,no,81.0,no,no,cellular,28.0,aug,23.0,9.0,-1.0,0.0,unknown
23734,30.0,technician,single,secondary,no,3.0,no,no,cellular,28.0,aug,21.0,6.0,-1.0,0.0,unknown
23735,43.0,management,single,tertiary,no,1077.0,no,yes,telephone,28.0,aug,48.0,3.0,-1.0,0.0,unknown
23736,59.0,retired,married,primary,no,1425.0,yes,no,cellular,28.0,aug,299.0,3.0,-1.0,0.0,unknown
23737,51.0,admin.,married,tertiary,no,26.0,yes,no,telephone,28.0,aug,51.0,3.0,-1.0,0.0,unknown
23738,36.0,management,married,tertiary,no,918.0,no,no,cellular,28.0,aug,58.0,8.0,-1.0,0.0,unknown
23739,49.0,management,single,tertiary,no,588.0,no,no,cellular,28.0,aug,70.0,9.0,-1.0,0.0,unknown
23740,59.0,retired,married,primary,no,4450.0,no,no,cellular,28.0,aug,106.0,3.0,-1.0,0.0,unknown
23741,42.0,technician,married,secondary,no,3501.0,no,no,cellular,28.0,aug,23.0,22.0,-1.0,0.0,unknown
23742,47.0,blue-collar,married,primary,no,3440.0,no,no,cellular,28.0,aug,88.0,10.0,-1.0,0.0,unknown
23743,32.0,technician,single,secondary,no,35.0,no,no,cellular,28.0,aug,199.0,6.0,-1.0,0.0,unknown
23744,36.0,technician,married,tertiary,yes,63.0,no,no,cellular,28.0,aug,12.0,14.0,-1.0,0.0,unknown
23745,60.0,retired,married,tertiary,no,872.0,no,no,telephone,28.0,aug,37.0,5.0,-1.0,0.0,unknown
23746,55.0,retired,married,secondary,no,159.0,no,no,cellular,28.0,aug,159.0,1.0,-1.0,0.0,unknown
23747,45.0,blue-collar,married,primary,no,1291.0,yes,no,cellular,28.0,aug,189.0,17.0,-1.0,0.0,unknown
23748,34.0,management,single,tertiary,no,-64.0,yes,yes,cellular,28.0,aug,693.0,7.0,-1.0,0.0,unknown
23749,32.0,technician,married,secondary,no,1011.0,no,no,cellular,28.0,aug,56.0,10.0,-1.0,0.0,unknown
23750,35.0,technician,married,secondary,no,433.0,no,no,cellular,28.0,aug,14.0,16.0,-1.0,0.0,unknown
23751,30.0,technician,single,secondary,no,1286.0,no,no,telephone,28.0,aug,44.0,12.0,-1.0,0.0,unknown
23752,31.0,technician,single,secondary,no,3588.0,no,no,telephone,28.0,aug,64.0,27.0,-1.0,0.0,unknown
23753,30.0,management,single,tertiary,no,0.0,no,no,cellular,28.0,aug,62.0,7.0,-1.0,0.0,unknown
23754,35.0,management,married,tertiary,no,1684.0,yes,no,cellular,28.0,aug,39.0,8.0,-1.0,0.0,unknown
23755,49.0,blue-collar,married,primary,no,592.0,no,no,cellular,28.0,aug,133.0,15.0,-1.0,0.0,unknown
23756,35.0,technician,single,secondary,yes,-30.0,no,no,cellular,28.0,aug,32.0,2.0,-1.0,0.0,unknown
23757,32.0,technician,married,secondary,no,-213.0,yes,no,cellular,28.0,aug,310.0,7.0,-1.0,0.0,unknown
23758,58.0,management,married,tertiary,no,0.0,no,no,cellular,28.0,aug,24.0,9.0,-1.0,0.0,unknown
23759,30.0,management,married,tertiary,no,1239.0,no,no,cellular,28.0,aug,125.0,5.0,-1.0,0.0,unknown
23760,38.0,technician,married,secondary,no,0.0,no,no,cellular,28.0,aug,176.0,10.0,-1.0,0.0,unknown
23761,35.0,technician,single,tertiary,no,576.0,no,no,cellular,28.0,aug,8.0,13.0,-1.0,0.0,unknown
23762,60.0,management,married,tertiary,no,3029.0,no,no,cellular,28.0,aug,26.0,9.0,-1.0,0.0,unknown
23763,36.0,technician,married,secondary,no,4542.0,yes,no,cellular,28.0,aug,76.0,16.0,-1.0,0.0,unknown
23764,56.0,blue-collar,married,primary,no,313.0,no,no,cellular,28.0,aug,24.0,16.0,-1.0,0.0,unknown
23765,46.0,technician,married,secondary,no,292.0,no,yes,cellular,28.0,aug,7.0,13.0,-1.0,0.0,unknown
23766,43.0,management,single,tertiary,no,946.0,no,no,telephone,28.0,aug,40.0,1.0,-1.0,0.0,unknown
23767,41.0,technician,divorced,secondary,no,195.0,no,no,cellular,28.0,aug,260.0,1.0,-1.0,0.0,unknown
23768,31.0,technician,married,secondary,no,367.0,no,no,cellular,28.0,aug,79.0,17.0,-1.0,0.0,unknown
23769,48.0,blue-collar,married,primary,no,266.0,no,no,telephone,28.0,aug,58.0,5.0,-1.0,0.0,unknown
23770,60.0,technician,divorced,secondary,no,-50.0,no,no,cellular,28.0,aug,433.0,12.0,-1.0,0.0,unknown
23771,36.0,technician,single,secondary,no,34.0,no,yes,cellular,28.0,aug,247.0,1.0,-1.0,0.0,unknown
23772,34.0,management,single,tertiary,no,603.0,no,no,cellular,28.0,aug,787.0,1.0,-1.0,0.0,unknown
23773,58.0,retired,married,tertiary,no,1326.0,no,no,cellular,28.0,aug,201.0,1.0,-1.0,0.0,unknown
23774,45.0,technician,married,tertiary,no,265.0,no,no,cellular,28.0,aug,14.0,3.0,-1.0,0.0,unknown
23775,39.0,management,married,tertiary,no,-17.0,yes,yes,cellular,28.0,aug,908.0,1.0,-1.0,0.0,unknown
23776,55.0,technician,married,secondary,no,55.0,no,yes,cellular,28.0,aug,19.0,17.0,-1.0,0.0,unknown
23777,32.0,technician,married,secondary,no,963.0,no,no,cellular,28.0,aug,15.0,13.0,-1.0,0.0,unknown
23778,41.0,management,single,tertiary,no,4522.0,no,no,cellular,28.0,aug,55.0,1.0,-1.0,0.0,unknown
23779,32.0,technician,married,secondary,no,235.0,yes,no,telephone,28.0,aug,688.0,6.0,-1.0,0.0,unknown
23780,32.0,technician,single,secondary,no,792.0,no,no,cellular,29.0,aug,193.0,2.0,-1.0,0.0,unknown
23781,31.0,management,single,tertiary,no,58.0,no,no,cellular,29.0,aug,207.0,2.0,-1.0,0.0,unknown
23782,33.0,management,single,tertiary,no,2059.0,no,no,cellular,29.0,aug,106.0,2.0,-1.0,0.0,unknown
23783,36.0,technician,married,secondary,no,216.0,no,no,cellular,29.0,aug,80.0,2.0,-1.0,0.0,unknown
23784,35.0,technician,single,secondary,no,634.0,yes,no,cellular,29.0,aug,122.0,2.0,-1.0,0.0,unknown
23785,38.0,self-employed,married,tertiary,no,1029.0,no,no,cellular,29.0,aug,42.0,2.0,-1.0,0.0,unknown
23786,36.0,technician,married,secondary,no,432.0,yes,no,cellular,29.0,aug,65.0,2.0,-1.0,0.0,unknown
23787,47.0,blue-collar,married,primary,no,961.0,no,no,cellular,29.0,aug,45.0,11.0,-1.0,0.0,unknown
23788,31.0,technician,married,tertiary,no,0.0,no,no,cellular,29.0,aug,70.0,2.0,-1.0,0.0,unknown
23789,49.0,services,married,secondary,no,413.0,yes,yes,cellular,29.0,aug,175.0,2.0,-1.0,0.0,unknown
23790,59.0,technician,divorced,secondary,no,0.0,no,no,cellular,29.0,aug,126.0,2.0,-1.0,0.0,unknown
23791,37.0,management,married,tertiary,no,4293.0,yes,no,cellular,29.0,aug,150.0,2.0,-1.0,0.0,unknown
23792,42.0,technician,married,secondary,no,0.0,no,no,cellular,29.0,aug,82.0,12.0,-1.0,0.0,unknown
23793,46.0,blue-collar,married,secondary,no,1673.0,yes,no,cellular,29.0,aug,56.0,10.0,-1.0,0.0,unknown
23794,35.0,technician,married,tertiary,no,358.0,no,no,cellular,29.0,aug,92.0,9.0,-1.0,0.0,unknown
23795,51.0,blue-collar,married,primary,no,21614.0,no,no,cellular,29.0,aug,47.0,20.0,-1.0,0.0,unknown
23796,41.0,technician,single,tertiary,no,1026.0,no,no,cellular,29.0,aug,59.0,6.0,-1.0,0.0,unknown
23797,35.0,technician,divorced,secondary,no,56.0,no,no,cellular,29.0,aug,24.0,12.0,-1.0,0.0,unknown
23798,34.0,management,single,tertiary,no,-281.0,no,no,cellular,29.0,aug,56.0,6.0,-1.0,0.0,unknown
23799,38.0,technician,divorced,tertiary,no,82.0,no,no,cellular,29.0,aug,38.0,13.0,-1.0,0.0,unknown
23800,33.0,technician,married,secondary,no,79.0,no,no,cellular,29.0,aug,144.0,3.0,-1.0,0.0,unknown
23801,36.0,technician,single,secondary,no,0.0,no,no,cellular,29.0,aug,85.0,6.0,-1.0,0.0,unknown
23802,33.0,technician,married,secondary,no,58.0,yes,no,telephone,29.0,aug,57.0,2.0,-1.0,0.0,unknown
23803,31.0,management,single,tertiary,no,350.0,no,no,cellular,29.0,aug,71.0,24.0,-1.0,0.0,unknown
23804,45.0,self-employed,married,primary,no,373.0,no,no,cellular,29.0,aug,82.0,11.0,-1.0,0.0,unknown
23805,32.0,management,married,tertiary,no,134.0,no,yes,cellular,29.0,aug,162.0,2.0,-1.0,0.0,unknown
23806,34.0,management,married,tertiary,no,0.0,no,no,cellular,29.0,aug,120.0,2.0,-1.0,0.0,unknown
23807,33.0,services,married,secondary,no,28.0,no,no,cellular,29.0,aug,73.0,2.0,-1.0,0.0,unknown
23808,47.0,admin.,married,secondary,no,996.0,no,no,telephone,29.0,aug,247.0,2.0,-1.0,0.0,unknown
23809,37.0,technician,married,tertiary,no,1561.0,no,no,cellular,29.0,aug,88.0,7.0,-1.0,0.0,unknown
23810,35.0,technician,divorced,secondary,no,515.0,yes,yes,cellular,29.0,aug,114.0,3.0,-1.0,0.0,unknown
23811,37.0,management,single,secondary,no,45.0,no,no,cellular,29.0,aug,99.0,3.0,-1.0,0.0,unknown
23812,60.0,retired,married,tertiary,no,614.0,no,no,cellular,29.0,aug,50.0,3.0,-1.0,0.0,unknown
23813,38.0,technician,married,secondary,no,300.0,no,no,cellular,29.0,aug,125.0,5.0,-1.0,0.0,unknown
23814,38.0,technician,single,secondary,no,332.0,yes,no,cellular,29.0,aug,73.0,2.0,-1.0,0.0,unknown
23815,30.0,technician,married,secondary,no,32.0,no,no,cellular,29.0,aug,73.0,2.0,-1.0,0.0,unknown
23816,47.0,technician,divorced,tertiary,no,8.0,no,no,cellular,29.0,aug,62.0,2.0,-1.0,0.0,unknown
23817,40.0,management,married,tertiary,no,194.0,no,yes,cellular,29.0,aug,189.0,2.0,-1.0,0.0,unknown
23818,47.0,blue-collar,married,primary,no,193.0,yes,no,cellular,29.0,aug,171.0,2.0,-1.0,0.0,unknown
23819,53.0,admin.,married,secondary,no,578.0,no,no,cellular,29.0,aug,59.0,2.0,-1.0,0.0,unknown
23820,48.0,blue-collar,married,secondary,no,647.0,no,no,cellular,29.0,aug,64.0,8.0,-1.0,0.0,unknown
23821,46.0,management,married,tertiary,no,1008.0,no,no,cellular,29.0,aug,24.0,13.0,-1.0,0.0,unknown
23822,36.0,technician,single,secondary,no,0.0,no,no,cellular,29.0,aug,21.0,2.0,-1.0,0.0,unknown
23823,33.0,management,married,tertiary,no,452.0,yes,no,cellular,29.0,aug,168.0,2.0,-1.0,0.0,unknown
23824,56.0,management,married,tertiary,no,2925.0,no,no,cellular,29.0,aug,133.0,6.0,-1.0,0.0,unknown
23825,32.0,management,married,tertiary,no,0.0,no,no,cellular,29.0,aug,183.0,2.0,-1.0,0.0,unknown
23826,35.0,technician,single,secondary,no,3490.0,yes,no,cellular,29.0,aug,643.0,2.0,-1.0,0.0,unknown
23827,32.0,technician,single,secondary,yes,-1.0,no,no,cellular,29.0,aug,185.0,2.0,-1.0,0.0,unknown
23828,45.0,management,married,tertiary,no,1186.0,no,no,cellular,29.0,aug,25.0,7.0,-1.0,0.0,unknown
23829,45.0,technician,divorced,secondary,no,54.0,no,no,cellular,29.0,aug,83.0,3.0,-1.0,0.0,unknown
23830,35.0,unknown,married,primary,no,365.0,no,no,cellular,29.0,aug,41.0,2.0,-1.0,0.0,unknown
23831,37.0,technician,single,tertiary,no,160.0,no,no,cellular,29.0,aug,204.0,2.0,-1.0,0.0,unknown
23832,51.0,blue-collar,married,primary,no,462.0,yes,no,cellular,29.0,aug,164.0,2.0,-1.0,0.0,unknown
23833,35.0,technician,married,tertiary,no,393.0,no,no,cellular,29.0,aug,150.0,2.0,-1.0,0.0,unknown
23834,47.0,self-employed,married,secondary,no,0.0,no,no,cellular,29.0,aug,90.0,6.0,-1.0,0.0,unknown
23835,32.0,management,single,tertiary,no,0.0,no,no,cellular,29.0,aug,63.0,2.0,-1.0,0.0,unknown
23836,35.0,management,single,tertiary,no,0.0,no,no,cellular,29.0,aug,131.0,2.0,-1.0,0.0,unknown
23837,31.0,management,single,tertiary,no,471.0,no,no,cellular,29.0,aug,153.0,2.0,-1.0,0.0,unknown
23838,46.0,management,single,tertiary,no,134.0,no,no,cellular,29.0,aug,40.0,2.0,-1.0,0.0,unknown
23839,49.0,management,married,tertiary,no,0.0,no,no,cellular,29.0,aug,102.0,2.0,-1.0,0.0,unknown
